Rank,Title,Score,Format,Date,Viewers,Studio,Genres,Source,Rating,Recommendation,Details,Prequel,Sequel,Samurai,Demons,Sports,Harem,Cars,Drama,Adventure,Suspense,Josei,Game,Space,Mystery,Horror,Shounen,Super Power,Music,Vampire,Boys Love,Military,Action,Romance,Slice of Life,Fantasy,Gourmet,Parody,Martial Arts,Ecchi,Sci-Fi,Seinen,Mecha,Avant Garde,School,Supernatural,Historical,Girls Love,Shoujo,Kids,Psychological,Police,Comedy,Media,Episodes
843,Koyomimonogatari,7.66,ONA (12 eps),Jan 2016 - Mar 2016,"206,697",Shaft,"['Comedy', 'Mystery', 'Supernatural']",Light novel,R - 17+ (violence & profanity),Hyouka,"['Adaptation:', 'Parent story:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,ONA,12
844,Chrno Crusade,7.64,TV (24 eps),Nov 2003 - Jun 2004,"206,559",Gonzo,"['Action', 'Romance', 'Supernatural', 'Demons', 'Historical', 'Shounen']",Manga,R - 17+ (violence & profanity),D.Gray-man,"['Adaptation:', 'Side story:']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TV,24
845,Sidonia no Kishi,7.67,TV (12 eps),Apr 2014 - Jun 2014,"206,346",Polygon Pictures,"['Action', 'Sci-Fi', 'Mecha', 'Space', 'Seinen']",Manga,R - 17+ (violence & profanity),Shingeki no Kyojin,"['Adaptation:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,TV,12
846,Devils Line,6.82,TV (12 eps),Apr 2018 - Jun 2018,"206,388",Platinum Vision,"['Action', 'Drama', 'Romance', 'Supernatural', 'Vampire', 'Seinen']",Manga,R - 17+ (violence & profanity),Tokyo Ghoul,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,TV,12
847,Ghost Hunt,7.78,TV (25 eps),Oct 2006 - Mar 2007,"206,094",J.C.Staff,"['Comedy', 'Horror', 'Mystery', 'Supernatural', 'Shoujo']",Light novel,PG-13 - Teens 13 or older,Shinrei Tantei Yakumo,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,TV,25
848,Tsubasa Chronicle,7.54,TV (26 eps),Apr 2005 - Oct 2005,"206,026",Bee Train,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural', 'Shounen']",Manga,PG-13 - Teens 13 or older,Cardcaptor Sakura,"['Adaptation:', 'Side story:', 'Character:', 'Sequel:']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,26
849,Shingeki no Bahamut: Virgin Soul,7.44,TV (24 eps),Apr 2017 - Sep 2017,"205,848",MAPPA,"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Demons']",Card game,R - 17+ (violence & profanity),Akame ga Kill!,"['Adaptation:', 'Prequel:', 'Other:']",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,24
850,Hataraku Saibou!!,7.32,TV (8 eps),Jan 2021 - Feb 2021,"205,269",David Production,"['Comedy', 'Shounen']",Manga,PG-13 - Teens 13 or older,Wonder Egg Priority,"['Adaptation:', 'Prequel:', 'Other:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,8
851,Kuroshitsuji: Book of Murder,8.08,OVA (2 eps),Jan 2015 - Feb 2015,"205,252",A-1 Pictures,"['Action', 'Comedy', 'Mystery', 'Supernatural', 'Demons', 'Historical', 'Shounen']",Manga,R - 17+ (violence & profanity),Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,OVA,2
852,Knight's & Magic,7.1,TV (13 eps),Jul 2017 - Sep 2017,"204,986",8bit,"['Action', 'Fantasy', 'Mecha', 'School']",Light novel,PG-13 - Teens 13 or older,Youjo Senki,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,TV,13
853,Kara no Kyoukai 5: Mujun Rasen,8.55,Movie (1 eps),Aug 2008 - Aug 2008,"205,061",ufotable,"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",Light novel,R - 17+ (violence & profanity),Baccano!,"['Adaptation:', 'Prequel:', 'Sequel:', 'Summary:', 'Other:']",1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Movie,1
854,Hayate no Gotoku!,7.55,TV (52 eps),Apr 2007 - Mar 2008,"204,407",SynergySP,"['Action', 'Comedy', 'Romance', 'Harem', 'Parody', 'Shounen']",Manga,PG-13 - Teens 13 or older,Gintama,"['Adaptation:', 'Sequel:']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,52
855,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,TV (21 eps),Oct 2019 - Mar 2020,"203,657",CloverWorks,"['Action', 'Fantasy', 'Supernatural']",Game,PG-13 - Teens 13 or older,Tate no Yuusha no Nariagari,"['Other:', 'Prequel:', 'Summary:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,21
856,Midara na Ao-chan wa Benkyou ga Dekinai,6.75,TV (12 eps),Apr 2019 - Jun 2019,"202,999",SILVER LINK.,"['Comedy', 'Romance', 'Ecchi', 'Shounen']",Manga,PG-13 - Teens 13 or older,Seitokai Yakuindomo,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
857,Diamond no Ace,8.11,TV (75 eps),Oct 2013 - Mar 2015,"202,840",Madhouse,"['Comedy', 'Sports', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Haikyuu!!,"['Adaptation:', 'Side story:', 'Sequel:']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,75
858,Kamisama ni Natta Hi,6.81,TV (12 eps),Oct 2020 - Dec 2020,"202,535",P.A. Works,"['Drama', 'Fantasy']",Original,PG-13 - Teens 13 or older,Charlotte,['Adaptation:'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,12
859,Gochuumon wa Usagi Desu ka?,7.5,TV (12 eps),Apr 2014 - Jun 2014,"202,087",White Fox,"['Comedy', 'Slice of Life']",4-koma manga,PG-13 - Teens 13 or older,Kiniro Mosaic,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
860,Punch Line,6.96,TV (12 eps),Apr 2015 - Jun 2015,"201,987",MAPPA,"['Comedy', 'Sci-Fi', 'Supernatural', 'Ecchi', 'Super Power']",Original,PG-13 - Teens 13 or older,Kill la Kill,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,TV,12
861,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.53,TV (26 eps),Jan 2004 - Jan 2005,"202,018",Production I.G,"['Action', 'Mystery', 'Sci-Fi', 'Mecha', 'Military', 'Police', 'Seinen']",Manga,R - 17+ (violence & profanity),Kidou Keisatsu Patlabor 2 the Movie,"['Prequel:', 'Sequel:', 'Summary:', 'Spin-off:']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,TV,26
862,High Score Girl,7.82,TV (12 eps),Jul 2018 - Sep 2018,"202,107",J.C.Staff,"['Comedy', 'Romance', 'Game', 'School', 'Seinen']",Manga,PG-13 - Teens 13 or older,Gamers!,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,TV,12
863,Terra Formars,7.02,TV (13 eps),Sep 2014 - Dec 2014,"201,763",LIDENFILMS,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Space', 'Seinen']",Manga,R - 17+ (violence & profanity),Shingeki no Kyojin,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,TV,13
864,Dance in the Vampire Bund,7.03,TV (12 eps),Jan 2010 - Apr 2010,"201,719",Shaft,"['Action', 'Drama', 'Romance', 'Supernatural', 'Vampire', 'Seinen']",Manga,R+ - Mild Nudity,Bakemonogatari,"['Adaptation:', 'Summary:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,TV,12
865,Texhnolyze,7.76,TV (22 eps),Apr 2003 - Sep 2003,"201,984",Madhouse,"['Action', 'Drama', 'Sci-Fi', 'Psychological']",Original,R+ - Mild Nudity,Ergo Proxy,"['Other:', 'Summary:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,TV,22
866,Mirai Nikki,7.23,OVA (1 eps),Dec 2010 - Dec 2010,"201,602",asread.,"['Action', 'Supernatural', 'Shounen']",Manga,R - 17+ (violence & profanity),Higurashi no Naku Koro ni,"['Adaptation:', 'Alternative version:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OVA,1
867,Toaru Majutsu no Index III,6.78,TV (26 eps),Oct 2018 - Apr 2019,"201,353",J.C.Staff,"['Action', 'Sci-Fi', 'Super Power']",Light novel,PG-13 - Teens 13 or older,Date A Live III,"['Adaptation:', 'Prequel:', 'Spin-off:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TV,26
868,Chihayafuru 2,8.41,TV (25 eps),Jan 2013 - Jun 2013,"201,319",Madhouse,"['Drama', 'Slice of Life', 'Sports', 'Game', 'School', 'Josei']",Manga,PG-13 - Teens 13 or older,Hikaru no Go,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,25
869,Doukyuusei (Movie),8.32,Movie (1 eps),Feb 2016 - Feb 2016,"201,235",A-1 Pictures,"['Boys Love', 'Romance', 'Slice of Life', 'School']",Manga,PG-13 - Teens 13 or older,Asagao to Kase-san.,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Movie,1
870,Yu☆Gi☆Oh!,7.2,TV (27 eps),Apr 1998 - Oct 1998,"201,364",Toei Animation,"['Action', 'Comedy', 'Fantasy', 'Game', 'Shounen']",Manga,PG-13 - Teens 13 or older,Phi Brain: Kami no Puzzle,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,27
871,Digimon Adventure 02,7.23,TV (50 eps),Apr 2000 - Mar 2001,"200,833",Toei Animation,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",Original,PG - Children,Pokemon Diamond & Pearl,"['Adaptation:', 'Spin-off:', 'Prequel:', 'Sequel:', 'Side story:', 'Other:']",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,TV,50
872,Sirius,7.01,TV (12 eps),Jul 2018 - Sep 2018,"200,627",P.A. Works,"['Action', 'Supernatural', 'Historical', 'Vampire']",Original,R - 17+ (violence & profanity),Owari no Seraph,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TV,12
873,Shingeki! Kyojin Chuugakkou,7.16,TV (12 eps),Oct 2015 - Dec 2015,"200,670",Production I.G,"['Comedy', 'Parody', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Naruto SD: Rock Lee no Seishun Full-Power Ninden,"['Adaptation:', 'Parent story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
874,One Outs,8.35,TV (25 eps),Oct 2008 - Apr 2009,"200,733",Madhouse,"['Sports', 'Psychological', 'Seinen']",Manga,PG-13 - Teens 13 or older,Death Note,['Adaptation:'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,TV,25
875,Kuragehime,8.12,TV (11 eps),Oct 2010 - Dec 2010,"199,964",Brain's Base,"['Comedy', 'Slice of Life', 'Josei']",Manga,PG-13 - Teens 13 or older,Yamato Nadeshiko Shichihenge♥,"['Adaptation:', 'Side story:', 'Other:']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,11
876,Naruto: Shippuuden Movie 4 - The Lost Tower,7.41,Movie (1 eps),Jul 2010 - Jul 2010,"200,197",Studio Pierrot,"['Action', 'Comedy', 'Martial Arts', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,Bleach Movie 4: Jigoku-hen,"['Adaptation:', 'Parent story:', 'Other:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Movie,1
877,Kamisama no Inai Nichiyoubi,7.33,TV (12 eps),Jul 2013 - Sep 2013,"199,474",Madhouse,"['Adventure', 'Fantasy', 'Mystery']",Light novel,R - 17+ (violence & profanity),Angel Beats!,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,12
878,Youjo Senki Movie,8.26,Movie (1 eps),Feb 2019 - Feb 2019,"199,499",Nut,"['Action', 'Military']",Light novel,R - 17+ (violence & profanity),Youjo Senki,"['Adaptation:', 'Prequel:', 'Other:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
879,Canaan,7.25,TV (13 eps),Jul 2009 - Sep 2009,"199,455",P.A. Works,"['Action', 'Sci-Fi', 'Supernatural', 'Super Power', 'Seinen']",Visual novel,R - 17+ (violence & profanity),Black Lagoon,"['Adaptation:', 'Summary:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,TV,13
880,SKET Dance,8.23,TV (77 eps),Apr 2011 - Sep 2012,"199,211",Tatsunoko Production,"['Comedy', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Gintama,"['Adaptation:', 'Character:', 'Summary:', 'Side story:', 'Other:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,77
881,Ousama Game The Animation,5.01,TV (12 eps),Oct 2017 - Dec 2017,"199,063",Seven,"['Drama', 'Horror', 'Mystery', 'Supernatural', 'School']",Novel,R - 17+ (violence & profanity),Mirai Nikki (TV),['Adaptation:'],0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TV,12
882,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 3rd Season,,TV (? eps),-,"198,876",Shueisha,"['Comedy', 'Romance', 'Psychological', 'School', 'Seinen']",Manga,PG-13 - Teens 13 or older,Wonder Egg Priority,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,TV,?
883,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.14,Movie (1 eps),Jan 2018 - Jan 2018,"198,751",Kyoto Animation,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'School']",Light novel,PG-13 - Teens 13 or older,Tamako Love Story,"['Prequel:', 'Other:']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Movie,1
884,Mayoiga,5.51,TV (12 eps),Apr 2016 - Jun 2016,"198,580",Diomedéa,"['Comedy', 'Drama', 'Horror', 'Mystery', 'Psychological']",Original,R - 17+ (violence & profanity),Another,['Adaptation:'],0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TV,12
885,Aoharu x Kikanjuu,7.17,TV (12 eps),Jul 2015 - Sep 2015,"198,472",Brain's Base,"['Action', 'Comedy', 'Sports', 'Shounen']",Manga,PG-13 - Teens 13 or older,Ouran Koukou Host Club,"['Adaptation:', 'Sequel:']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
886,Final Fantasy VII: Advent Children,7.74,Movie (1 eps),Sep 2005 - Sep 2005,"198,261",Square Enix,"['Action', 'Fantasy', 'Super Power']",Game,PG-13 - Teens 13 or older,Brotherhood: Final Fantasy XV,"['Prequel:', 'Alternative version:', 'Side story:', 'Summary:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
887,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.5,Movie (1 eps),Dec 2008 - Dec 2008,"198,331",Studio Pierrot,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,Naruto: Shippuuden Movie 2 - Kizuna,['Parent story:'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Movie,1
888,Yowamushi Pedal,7.97,TV (38 eps),Oct 2013 - Jul 2014,"198,269",TMS Entertainment,"['Comedy', 'Drama', 'Sports', 'Shounen']",Manga,PG-13 - Teens 13 or older,Haikyuu!!,"['Adaptation:', 'Side story:', 'Sequel:', 'Summary:', 'Spin-off:', 'Other:']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,38
889,Pokemon: The Origin,7.74,Special (4 eps),Oct 2013 - Oct 2013,"198,106",OLM,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",Game,PG - Children,Druaga no Tou: The Aegis of Uruk,['Alternative setting:'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Special,4
890,Tiger & Bunny,7.9,TV (25 eps),Apr 2011 - Sep 2011,"198,091",Sunrise,"['Action', 'Comedy', 'Mystery', 'Super Power']",Original,PG-13 - Teens 13 or older,Boku no Hero Academia,"['Adaptation:', 'Prequel:', 'Side story:', 'Sequel:', 'Summary:', 'Other:']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,25
891,Kantai Collection: KanColle,6.86,TV (12 eps),Jan 2015 - Mar 2015,"197,638",Diomedéa,"['Action', 'Sci-Fi', 'Slice of Life', 'Military', 'School']",Game,PG-13 - Teens 13 or older,Strike Witches,['Sequel:'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,TV,12
892,Hajime no Ippo: Rising,8.59,TV (25 eps),Oct 2013 - Mar 2014,"197,549",MAPPA,"['Comedy', 'Drama', 'Sports', 'Shounen']",Manga,PG-13 - Teens 13 or older,Slam Dunk,"['Adaptation:', 'Prequel:']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,25
893,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.06,OVA (1 eps),Oct 2016 - Oct 2016,"197,395",feel.,"['Comedy', 'Romance', 'School']",Light novel,PG-13 - Teens 13 or older,Kokoro Connect,"['Adaptation:', 'Parent story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,OVA,1
894,Big Order (TV),5.38,TV (10 eps),Apr 2016 - Jun 2016,"196,920",asread.,"['Action', 'Super Power', 'Shounen']",Manga,R+ - Mild Nudity,Mirai Nikki (TV),"['Adaptation:', 'Other:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,10
895,Grisaia no Meikyuu: Caprice no Mayu 0,7.88,Special (1 eps),Apr 2015 - Apr 2015,"196,861",8bit,['Drama'],Visual novel,R+ - Mild Nudity,Phantom: Requiem for the Phantom,"['Adaptation:', 'Prequel:', 'Sequel:', 'Side story:']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special,1
896,Kara no Kyoukai 3: Tsuukaku Zanryuu,8.06,Movie (1 eps),Feb 2008 - Feb 2008,"196,793",ufotable,"['Action', 'Drama', 'Mystery', 'Supernatural', 'Suspense']",Light novel,R+ - Mild Nudity,Elfen Lied,"['Adaptation:', 'Prequel:', 'Sequel:', 'Summary:', 'Other:']",1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Movie,1
897,Ushio to Tora (TV),7.58,TV (26 eps),Jul 2015 - Dec 2015,"196,262",Studio VOLN,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Demons', 'Shounen']",Manga,PG-13 - Teens 13 or older,Yuu☆Yuu☆Hakusho,"['Adaptation:', 'Alternative version:', 'Sequel:']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,26
